type,raw_padyam_text,class,satakam,lg_data,chandassu_score,n_aksharaalu_score,n_paadalu_score,gana_kramam_score,yati_score,prasa_score
saardulamu,"నానావేదపురాణశాస్త్రముల నానందింపఁగా నిత్య మిం
పౌనార్యు ల్వినుతింప ధార్మికరహస్యంబు ల్విన న్వచ్చునౌ
మీ నామాంకభవద్వివేకులకు మున్నాశ్చర్యమే సత్వరా
జ్ఞానాధిక్యము గానిముక్తిఁ గని కృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('నా', 'U'), ('నా', 'U'), ('వే', 'U'), ('ద', '|'), ('పు', '|'), ('రా', 'U'), ('ణ', '|'), ('శా', 'U'), ('స్త్ర', '|'), ('ము', '|'), ('ల', '|'), ('నా', 'U'), ('నం', 'U'), ('దిం', 'U'), ('ప', '|'), ('గా', 'U'), ('ని', 'U'), ('త్య', '|'), ('మిం', 'U'), ('పౌ', 'U'), ('నా', 'U'), ('ర్యు', 'U'), ('ల్వి', '|'), ('ను', '|'), ('తిం', 'U'), ('ప', '|'), ('ధా', 'U'), ('ర్మి', '|'), ('క', '|'), ('ర', '|'), ('హ', 'U'), ('స్యం', 'U'), ('బు', 'U'), ('ల్వి', '|'), ('న', 'U'), ('న్వ', 'U'), ('చ్చు', '|'), ('నౌ', 'U'), ('మీ', 'U'), ('నా', 'U'), ('మాం', 'U'), ('క', '|'), ('భ', '|'), ('వ', 'U'), ('ద్వి', '|'), ('వే', 'U'), ('కు', '|'), ('ల', '|'), ('కు', '|'), ('ము', 'U'), ('న్నా', 'U'), ('శ్చ', 'U'), ('ర్య', '|'), ('మే', 'U'), ('స', 'U'), ('త్వ', '|'), ('రా', 'U'), ('జ్ఞా', 'U'), ('నా', 'U'), ('ధి', 'U'), ('క్య', '|'), ('ము', '|'), ('గా', 'U'), ('ని', '|'), ('ము', 'U'), ('క్తి', '|'), ('గ', '|'), ('ని', '|'), ('కృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.9,1.0,1.0,1.0,0.5,1.0
saardulamu,"గట్రాల\న్‌ బలుకానల\న్‌ గుహల గంగాసింధుదేశంబుల\న్‌
వట్రాఠావుల దేహమెల్లఁ జెదర\న్‌ వర్తించిన\న్‌ మేరువు\న్‌
చుట్రా యేఁబదిమార్లు మెట్టినమనశ్శుద్ధుండు గాకుండిన\న్‌
చట్రా వాని ప్రయాస మంతయును గృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('గ', '|'), ('ట్రా', 'U'), ('ల', 'U'), ('న్బ', '|'), ('లు', '|'), ('కా', 'U'), ('న', '|'), ('ల', 'U'), ('న్గు', '|'), ('హ', '|'), ('ల', '|'), ('గం', 'U'), ('గా', 'U'), ('సిం', 'U'), ('ధు', '|'), ('దే', 'U'), ('శం', 'U'), ('బు', '|'), ('లన్', 'U'), ('వ', '|'), ('ట్రా', 'U'), ('ఠా', 'U'), ('వు', '|'), ('ల', '|'), ('దే', 'U'), ('హ', '|'), ('మె', 'U'), ('ల్ల', '|'), ('జె', '|'), ('ద', '|'), ('ర', 'U'), ('న్వ', 'U'), ('ర్తిం', 'U'), ('చి', '|'), ('న', 'U'), ('న్మే', 'U'), ('రు', '|'), ('వున్', 'U'), ('చు', '|'), ('ట్రా', 'U'), ('యే', 'U'), ('బ', '|'), ('ది', '|'), ('మా', 'U'), ('ర్లు', '|'), ('మె', 'U'), ('ట్టి', '|'), ('న', '|'), ('మ', '|'), ('న', 'U'), ('శ్శు', 'U'), ('ద్ధుం', 'U'), ('డు', '|'), ('గా', 'U'), ('కుం', 'U'), ('డి', '|'), ('నన్', 'U'), ('చ', '|'), ('ట్రా', 'U'), ('వా', 'U'), ('ని', '|'), ('ప్ర', '|'), ('యా', 'U'), ('స', '|'), ('మం', 'U'), ('త', '|'), ('యు', '|'), ('ను', '|'), ('గృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.9714285714285715,1.0,1.0,0.8571428571428571,1.0,1.0
saardulamu,"గంగాజన్మపదాబ్జమందు నభిషేకంబు ల్సదా గాంచెదన్‌
నంగారార్చనచేసి యేరణమున\న్‌ నర్పింతు నంభోధరా
శృంగారాధిప కౌస్తుభాభరణ యేశృంగారముల్‌ జేతు మీ
కంగీకారము గాఁగ నాతరమె కృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('గం', 'U'), ('గా', 'U'), ('జ', 'U'), ('న్మ', '|'), ('ప', '|'), ('దా', 'U'), ('బ్జ', '|'), ('మం', 'U'), ('దు', '|'), ('న', '|'), ('భి', '|'), ('షే', 'U'), ('కం', 'U'), ('బు', 'U'), ('ల్స', '|'), ('దా', 'U'), ('గాం', 'U'), ('చె', '|'), ('దన్', 'U'), ('నం', 'U'), ('గా', 'U'), ('రా', 'U'), ('ర్చ', '|'), ('న', '|'), ('చే', 'U'), ('సి', '|'), ('యే', 'U'), ('ర', '|'), ('ణ', '|'), ('ము', '|'), ('న', 'U'), ('న్న', 'U'), ('ర్పిం', 'U'), ('తు', '|'), ('నం', 'U'), ('భో', 'U'), ('ధ', '|'), ('రా', 'U'), ('శృం', 'U'), ('గా', 'U'), ('రా', 'U'), ('ధి', '|'), ('ప', '|'), ('కౌ', 'U'), ('స్తు', '|'), ('భా', 'U'), ('భ', '|'), ('ర', '|'), ('ణ', '|'), ('యే', 'U'), ('శృం', 'U'), ('గా', 'U'), ('ర', '|'), ('ము', 'U'), ('ల్జే', 'U'), ('తు', '|'), ('మీ', 'U'), ('కం', 'U'), ('గీ', 'U'), ('కా', 'U'), ('ర', '|'), ('ము', '|'), ('గా', 'U'), ('గ', '|'), ('నా', 'U'), ('త', '|'), ('ర', '|'), ('మె', '|'), ('కృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
mattebhamu,"అతిమోహాంధులఁ బాపకర్ముల మహాహంకారుల\న్‌ దోషదూ
షితుల\న్‌ గర్వితదుర్విచారులఁ బ్రశంసింపం బ్రశంసింపఁగా
దితిపర్యాప్తిదినంబు లొంది త్రిజగద్విఖ్యాతియుష్మత్సము
న్నతసేవాభిముఖుండ నైతి నిట కృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('అ', '|'), ('తి', '|'), ('మో', 'U'), ('హాం', 'U'), ('ధు', '|'), ('ల', '|'), ('బా', 'U'), ('ప', '|'), ('క', 'U'), ('ర్ము', '|'), ('ల', '|'), ('మ', '|'), ('హా', 'U'), ('హం', 'U'), ('కా', 'U'), ('రు', '|'), ('ల', 'U'), ('న్దో', 'U'), ('ష', '|'), ('దూ', 'U'), ('షి', '|'), ('తు', '|'), ('ల', 'U'), ('న్గ', 'U'), ('ర్వి', '|'), ('త', '|'), ('దు', 'U'), ('ర్వి', '|'), ('చా', 'U'), ('రు', '|'), ('ల', '|'), ('బ్ర', '|'), ('శం', 'U'), ('సిం', 'U'), ('పం', 'U'), ('బ్ర', '|'), ('శం', 'U'), ('సిం', 'U'), ('ప', '|'), ('గా', 'U'), ('ది', '|'), ('తి', '|'), ('ప', 'U'), ('ర్యా', 'U'), ('ప్తి', '|'), ('ది', '|'), ('నం', 'U'), ('బు', '|'), ('లొం', 'U'), ('ది', '|'), ('త్రి', '|'), ('జ', '|'), ('గ', 'U'), ('ద్వి', 'U'), ('ఖ్యా', 'U'), ('తి', '|'), ('యు', 'U'), ('ష్మ', 'U'), ('త్స', '|'), ('ము', 'U'), ('న్న', '|'), ('త', '|'), ('సే', 'U'), ('వా', 'U'), ('భి', '|'), ('ము', '|'), ('ఖుం', 'U'), ('డ', '|'), ('నై', 'U'), ('తి', '|'), ('ని', '|'), ('ట', '|'), ('కృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",1.0,1.0,1.0,1.0,1.0,1.0
mattebhamu,"పలుమాఱు\న్‌ ఇహభోగకాంక్షసభల\న్‌ పాండిత్యముల్‌ సేయువా
రలయజ్ఞానము మాన్పఁగాఁ గలరె యెట్లైన\న్‌ బ్రకాశించు కో
మలదీపాళిఁదొలంగఁ ద్రోయునె భవన్మాయాంధకారంబును
జ్జ్వలితానందమయ స్వరూపయుత కృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('ప', '|'), ('లు', '|'), ('మా', 'U'), ('ఱు', 'U'), ('న్ఇ', '|'), ('హ', '|'), ('భో', 'U'), ('గ', '|'), ('కాం', 'U'), ('క్ష', '|'), ('స', '|'), ('భ', '|'), ('ల', 'U'), ('న్పాం', 'U'), ('డి', 'U'), ('త్య', '|'), ('ము', 'U'), ('ల్సే', 'U'), ('యు', '|'), ('వా', 'U'), ('ర', '|'), ('ల', '|'), ('య', 'U'), ('జ్ఞా', 'U'), ('న', '|'), ('ము', '|'), ('మా', 'U'), ('న్ప', '|'), ('గా', 'U'), ('గ', '|'), ('ల', '|'), ('రె', '|'), ('యె', 'U'), ('ట్లై', 'U'), ('న', 'U'), ('న్బ్ర', '|'), ('కా', 'U'), ('శిం', 'U'), ('చు', '|'), ('కో', 'U'), ('మ', '|'), ('ల', '|'), ('దీ', 'U'), ('పా', 'U'), ('ళి', '|'), ('దొ', '|'), ('లం', 'U'), ('గ', '|'), ('ద్రో', 'U'), ('యు', '|'), ('నె', '|'), ('భ', '|'), ('వ', 'U'), ('న్మా', 'U'), ('యాం', 'U'), ('ధ', '|'), ('కా', 'U'), ('రం', 'U'), ('బు', '|'), ('ను', 'U'), ('జ్జ్వ', '|'), ('లి', '|'), ('తా', 'U'), ('నం', 'U'), ('ద', '|'), ('మ', '|'), ('య', 'U'), ('స్వ', '|'), ('రూ', 'U'), ('ప', '|'), ('యు', '|'), ('త', '|'), ('కృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
mattebhamu,"ఉర్విం బాఱుమహానదీజలము లాయూరూరునందెల్లఁ గూ
డురుఘోషంబున వంకలై కలియఁగా యోగ్యంబు లైనట్లు మీ
స్మరణ\న్‌ నానుడువు\న్‌ సదాశుభములై సంపూజ్యము\న్‌ గా భవ
చ్చరణంబుల్‌ మది నిల్పి కొల్చెదను కృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('ఉ', 'U'), ('ర్విం', 'U'), ('బా', 'U'), ('ఱు', '|'), ('మ', '|'), ('హా', 'U'), ('న', '|'), ('దీ', 'U'), ('జ', '|'), ('ల', '|'), ('ము', '|'), ('లా', 'U'), ('యూ', 'U'), ('రూ', 'U'), ('రు', '|'), ('నం', 'U'), ('దె', 'U'), ('ల్ల', '|'), ('గూ', 'U'), ('డు', '|'), ('రు', '|'), ('ఘో', 'U'), ('షం', 'U'), ('బు', '|'), ('న', '|'), ('వం', 'U'), ('క', '|'), ('లై', 'U'), ('క', '|'), ('లి', '|'), ('య', '|'), ('గా', 'U'), ('యో', 'U'), ('గ్యం', 'U'), ('బు', '|'), ('లై', 'U'), ('న', 'U'), ('ట్లు', '|'), ('మీ', 'U'), ('స్మ', '|'), ('ర', '|'), ('ణ', 'U'), ('న్నా', 'U'), ('ను', '|'), ('డు', '|'), ('వు', 'U'), ('న్స', '|'), ('దా', 'U'), ('శు', '|'), ('భ', '|'), ('ము', '|'), ('లై', 'U'), ('సం', 'U'), ('పూ', 'U'), ('జ్య', '|'), ('ము', 'U'), ('న్గా', 'U'), ('భ', '|'), ('వ', 'U'), ('చ్చ', '|'), ('ర', '|'), ('ణం', 'U'), ('బు', 'U'), ('ల్మ', '|'), ('ది', '|'), ('ని', 'U'), ('ల్పి', '|'), ('కొ', 'U'), ('ల్చె', '|'), ('ద', '|'), ('ను', '|'), ('కృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.4974999999999999,0.9875,1.0,0.0,0.0,0.5
saardulamu,"బాలక్రీడలఁ గొన్నినాళ్లు పిదప\న్‌ భామాకుచాలింగనా
లోలాభ్యున్నతిఁ గొన్నినాళ్లు మఱియిల్లు\న్‌ ముంగిలింగొన్ని నా
ళ్లీలీల\న్‌ విహరించితి\న్‌ సుఖఫలం బెందేనియు\న్‌ లేదుగా
చాల\న్‌ నీపదభక్తిఁ జేసెదను కృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('బా', 'U'), ('ల', '|'), ('క్రీ', 'U'), ('డ', '|'), ('ల', '|'), ('గొ', 'U'), ('న్ని', '|'), ('నా', 'U'), ('ళ్లు', '|'), ('పి', '|'), ('ద', '|'), ('ప', 'U'), ('న్భా', 'U'), ('మా', 'U'), ('కు', '|'), ('చా', 'U'), ('లిం', 'U'), ('గ', '|'), ('నా', 'U'), ('లో', 'U'), ('లా', 'U'), ('భ్యు', 'U'), ('న్న', '|'), ('తి', '|'), ('గొ', 'U'), ('న్ని', '|'), ('నా', 'U'), ('ళ్లు', '|'), ('మ', '|'), ('ఱి', '|'), ('యి', 'U'), ('ల్లు', 'U'), ('న్ముం', 'U'), ('గి', '|'), ('లిం', 'U'), ('గొ', 'U'), ('న్ని', '|'), ('నా', 'U'), ('ళ్లీ', 'U'), ('లీ', 'U'), ('ల', 'U'), ('న్వి', '|'), ('హ', '|'), ('రిం', 'U'), ('చి', '|'), ('తి', 'U'), ('న్సు', '|'), ('ఖ', '|'), ('ఫ', '|'), ('లం', 'U'), ('బెం', 'U'), ('దే', 'U'), ('ని', '|'), ('యు', 'U'), ('న్లే', 'U'), ('దు', '|'), ('గా', 'U'), ('చా', 'U'), ('ల', 'U'), ('న్నీ', 'U'), ('ప', '|'), ('ద', '|'), ('భ', 'U'), ('క్తి', '|'), ('జే', 'U'), ('సె', '|'), ('ద', '|'), ('ను', '|'), ('కృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.9428571428571428,1.0,1.0,0.9642857142857143,0.75,1.0
mattebhamu,"మతిలో మిమ్ముఁదలంచు పుణ్యుఁడిలఁ దామాయ\న్‌ స్వదారాదుల
న్వెతలం బొర్లఁడు భాగ్యవంతుఁడగుఠీవి\న్‌ దివ్యమృష్టాన్న సం
గతిలోనాడి మనుండు భిక్షమునొసంగ\న్‌ నేర్చునే శూలభృ
చ్చతురాస్య ప్రముఖామర ప్రణుత కృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('మ', '|'), ('తి', '|'), ('లో', 'U'), ('మి', 'U'), ('మ్ము', '|'), ('ద', '|'), ('లం', 'U'), ('చు', '|'), ('పు', 'U'), ('ణ్యు', '|'), ('డి', '|'), ('ల', '|'), ('దా', 'U'), ('మా', 'U'), ('య', 'U'), ('న్స్వ', '|'), ('దా', 'U'), ('రా', 'U'), ('దు', '|'), ('ల', 'U'), ('న్వె', '|'), ('త', '|'), ('లం', 'U'), ('బొ', 'U'), ('ర్ల', '|'), ('డు', '|'), ('భా', 'U'), ('గ్య', '|'), ('వం', 'U'), ('తు', '|'), ('డ', '|'), ('గు', '|'), ('ఠీ', 'U'), ('వి', 'U'), ('న్ది', 'U'), ('వ్య', '|'), ('మృ', 'U'), ('ష్టా', 'U'), ('న్న', '|'), ('సం', 'U'), ('గ', '|'), ('తి', '|'), ('లో', 'U'), ('నా', 'U'), ('డి', '|'), ('మ', '|'), ('నుం', 'U'), ('డు', '|'), ('భి', 'U'), ('క్ష', '|'), ('ము', '|'), ('నొ', '|'), ('సం', 'U'), ('గ', 'U'), ('న్నే', 'U'), ('ర్చు', '|'), ('నే', 'U'), ('శూ', 'U'), ('ల', '|'), ('భృ', 'U'), ('చ్చ', '|'), ('తు', '|'), ('రా', 'U'), ('స్య', '|'), ('ప్ర', '|'), ('ము', '|'), ('ఖా', 'U'), ('మ', '|'), ('ర', '|'), ('ప్ర', '|'), ('ణు', '|'), ('త', '|'), ('కృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.9857142857142858,1.0,1.0,0.9285714285714286,1.0,1.0
saardulamu,"అన్నంబైనను దక్రమైనఁ దగుతోయంబైన నభ్యాగతుల్‌
దన్నాశించిన నేమియు న్నిడక యేధర్మంబునుం జేయ కే
మన్న న్నూరకయుండు జీవశరమర్త్యశ్రేణి జేయ కే
చన్న న్నేమగు నేమగు\న్‌ గలుగఁ గృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('అ', 'U'), ('న్నం', 'U'), ('బై', 'U'), ('న', '|'), ('ను', '|'), ('ద', '|'), ('క్ర', '|'), ('మై', 'U'), ('న', '|'), ('ద', '|'), ('గు', '|'), ('తో', 'U'), ('యం', 'U'), ('బై', 'U'), ('న', '|'), ('న', 'U'), ('భ్యా', 'U'), ('గ', '|'), ('తుల్', 'U'), ('ద', 'U'), ('న్నా', 'U'), ('శిం', 'U'), ('చి', '|'), ('న', '|'), ('నే', 'U'), ('మి', '|'), ('యు', 'U'), ('న్ని', '|'), ('డ', '|'), ('క', '|'), ('యే', 'U'), ('ధ', 'U'), ('ర్మం', 'U'), ('బు', '|'), ('నుం', 'U'), ('జే', 'U'), ('య', '|'), ('కే', 'U'), ('మ', 'U'), ('న్న', 'U'), ('న్నూ', 'U'), ('ర', '|'), ('క', '|'), ('యుం', 'U'), ('డు', '|'), ('జీ', 'U'), ('వ', '|'), ('శ', '|'), ('ర', '|'), ('మ', 'U'), ('ర్త్య', '|'), ('శ్రే', 'U'), ('ణి', '|'), ('జే', 'U'), ('య', '|'), ('కే', 'U'), ('చ', 'U'), ('న్న', 'U'), ('న్నే', 'U'), ('మ', '|'), ('గు', '|'), ('నే', 'U'), ('మ', '|'), ('గు', 'U'), ('న్గ', '|'), ('లు', '|'), ('గ', '|'), ('గృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.8259398496240602,0.9868421052631579,1.0,0.6428571428571429,0.5,1.0
saardulamu,"ప్రారబ్ధానుభవంబు దీఱ కపవర్గప్రాప్తి లేదండ్రుగా
దీరశ్రేష్ఠు లనంతకోటులిఁక నైతే వారికర్మంబులు\న్‌
ప్రారబ్ధంబులు గావె ముందఱకు నోభావజ్ఞ సైరించి నా
ప్రారబ్ధంబులఁ దీర్పవే కరుణఁ గృష్ణా దేవకీనందనా.",vruttamu,Devakinandana,"[('ప్రా', 'U'), ('ర', 'U'), ('బ్ధా', 'U'), ('ను', '|'), ('భ', '|'), ('వం', 'U'), ('బు', '|'), ('దీ', 'U'), ('ఱ', '|'), ('క', '|'), ('ప', '|'), ('వ', 'U'), ('ర్గ', '|'), ('ప్రా', 'U'), ('ప్తి', '|'), ('లే', 'U'), ('దం', 'U'), ('డ్రు', '|'), ('గా', 'U'), ('దీ', 'U'), ('ర', '|'), ('శ్రే', 'U'), ('ష్ఠు', '|'), ('ల', '|'), ('నం', 'U'), ('త', '|'), ('కో', 'U'), ('టు', '|'), ('లి', '|'), ('క', '|'), ('నై', 'U'), ('తే', 'U'), ('వా', 'U'), ('రి', '|'), ('క', 'U'), ('ర్మం', 'U'), ('బు', '|'), ('లున్', 'U'), ('ప్రా', 'U'), ('ర', 'U'), ('బ్ధం', 'U'), ('బు', '|'), ('లు', '|'), ('గా', 'U'), ('వె', '|'), ('ముం', 'U'), ('ద', '|'), ('ఱ', '|'), ('కు', '|'), ('నో', 'U'), ('భా', 'U'), ('వ', 'U'), ('జ్ఞ', '|'), ('సై', 'U'), ('రిం', 'U'), ('చి', '|'), ('నా', 'U'), ('ప్రా', 'U'), ('ర', 'U'), ('బ్ధం', 'U'), ('బు', '|'), ('ల', '|'), ('దీ', 'U'), ('ర్ప', '|'), ('వే', 'U'), ('క', '|'), ('రు', '|'), ('ణ', '|'), ('గృ', 'U'), ('ష్ణా', 'U'), ('దే', 'U'), ('వ', '|'), ('కీ', 'U'), ('నం', 'U'), ('ద', '|'), ('నా', 'U')]",0.9357142857142857,1.0,1.0,0.9285714285714286,0.75,1.0
